Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
Canada,2019,Tesla,"$26,574 ",936.0,29.07,102781.0,PHEV,45345.0,Yes
UK,2021,Ford,"$10,722 ",396.0,8.08,52600.0,PHEV,70669.0,YES
Netherlands,2022,Volkswagen,"$6,267 ",571.0,17.76,50156.0,PHEV,15633.0,yes
Japan,2018,BMW,"$19,663 ",1685.0,8.91,104260.0,HEV,46101.0,no
India,2022,Volkswagen,"$45,206 ",3366.0,21.53,86185.0,BEV,41641.0,no
Norway,2016,BMW,"$4,341 ",2451.0,18.55,5935.0,HEV,15393.0,no
UK,2023,Chevrolet,"$35,880 ",4106.0,14.96,134387.0,PHEV,5861.0,yes
Netherlands,2020,BYD,"$38,034 ",3368.0,12.8,72716.0,HEV,19228.0,yes
Canada,2018,Nissan,"$35,263 ",104.0,29.73,88484.0,BEV,18430.0,no
Germany,2018,Renault,"$36,071 ",408.0,22.26,99365.0,PHEV,21860.0,Yes
norway,2024,Tesla Inc,"$24,007 ",2893.0,3.89,68092.0,BEV,61840.0,Yes
China,2024,BYD,"$43,700 ",410.0,3.55,67126.0,PHEV,31982.0,yes
India,2018,Chevrolet,"$17,246 ",3948.0,22.98,38042.0,PHEV,77034.0,YES
USA,2023,Renault,"$33,352 ",1834.0,28.32,55511.0,BEV,25003.0,Yes
Canada,2015,Chevrolet,"$40,686 ",2381.0,11.73,63891.0,HEV,57955.0,No
USA,2015,Hyundai,"$45,127 ",736.0,4.79,55967.0,HEV,41768.0,yes
Japan,2023,Kia,"$44,518 ",4144.0,13.87,136459.0,HEV,24703.0,no
India,2015,Hyundai,"$18,742 ",1112.0,25.99,114791.0,BEV,33294.0,no
Canada,2019,Chevrolet,"$4,184 ",1265.0,19.8,15615.0,PHEV,76667.0,no
France,2017,Chevrolet,"$9,804 ",658.0,9.1,70290.0,BEV,66552.0,yes
India,2015,Kia,"$16,062 ",4099.0,25.07,22004.0,PHEV,48419.0,no
Japan,2015,Kia,"$37,056 ",381.0,12.81,110712.0,PHEV,6702.0,YES
UK,2022,Renault,"$39,742 ",2113.0,5.8,136968.0,PHEV,8393.0,Yes
France,2023,Tesla,"$42,256 ",3902.0,20.99,122800.0,PHEV,63996.0,no
France,2017,Tesla,$611 ,692.0,16.83,3990.0,HEV,42120.0,YES
Norway,2023,Renault,"$18,309 ",3671.0,14.3,29057.0,BEV,24424.0,yes
USA,2017,BMW,"$21,476 ",1925.0,15.91,71930.0,BEV,71069.0,YES
UK,2019,Chevrolet,"$24,083 ",4291.0,26.62,55028.0,PHEV,18384.0,no
France,2024,BYD,"$28,910 ",4016.0,19.01,37079.0,HEV,41129.0,no
India,2017,BYD,"$28,257 ",2892.0,11.89,61676.0,PHEV,17668.0,no
Canada,2023,Kia,"$16,746 ",430.0,25.78,28213.0,BEV,51646.0,yes
Japan,2019,Volkswagen,"$34,669 ",455.0,4.21,121356.0,BEV,36319.0,no
Norway,2016,Volkswagen,"$27,043 ",3898.0,6.8,58516.0,HEV,8699.0,No
India,2017,Ford,"$3,129 ",1974.0,4.66,66304.0,HEV,7834.0,No
France,2022,Chevrolet,"$29,031 ",4539.0,18.77,42451.0,HEV,55610.0,Yes
USA,2021,Kia,"$5,815 ",1315.0,28.64,104726.0,HEV,64910.0,no
India,2024,BYD Inc,"$32,252 ",3638.0,14.45,89171.0,BEV,5132.0,Yes
UK,2015,Tesla,"$9,864 ",1730.0,10.78,39756.0,PHEV,76577.0,YES
USA,2022,Ford,"$12,829 ",780.0,18.22,39867.0,PHEV,37622.0,yes
China,2019,BYD,"$36,386 ",2142.0,24.44,120296.0,PHEV,50862.0,no
Canada,2021,BYD,"$46,790 ",48.0,2.07,71243.0,HEV,31498.0,YES
Japan,2020,Renault,"$5,357 ",1446.0,27.61,96842.0,HEV,74229.0,No
Norway,2022,Renault,"$46,486 ",4261.0,15.55,56791.0,HEV,33646.0,no
UK,2021,Tesla,"$10,379 ",1398.0,10.31,90497.0,HEV,44888.0,no
Germany,2016,Tesla,"$30,776 ",4809.0,24.11,121917.0,BEV,61558.0,yes
Germany,2019,Hyundai,"$49,977 ",3776.0,27.76,75663.0,HEV,73551.0,no
India,2018,Renault,"$7,356 ",116.0,2.59,61872.0,PHEV,45104.0,no
Norway,2022,Nissan,"$5,816 ",4703.0,4.73,28468.0,PHEV,15178.0,No
Norway,2023,BMW,"$43,897 ",2021.0,7.93,47941.0,PHEV,64165.0,yes
Japan,2024,Volkswagen,"$11,980 ",2924.0,7.31,19546.0,HEV,54149.0,No
China,2020,Ford,"$27,826 ",2594.0,2.89,89683.0,HEV,74638.0,yes
Norway,2016,Nissan,"$47,137 ",4755.0,23.06,52520.0,HEV,71043.0,yes
Japan,2023,Renault,"$20,419 ",4864.0,5.21,106096.0,BEV,30696.0,No
USA,2024,Nissan,"$34,116 ",4137.0,24.85,51283.0,BEV,57503.0,Yes
UK,2022,Kia,"$45,746 ",2131.0,3.9,107008.0,PHEV,5681.0,no
India,2020,Ford,"$15,255 ",482.0,1.48,29945.0,BEV,26912.0,yes
China,2016,Tesla,"$6,973 ",348.0,17.83,89971.0,BEV,21943.0,YES
Norway,2015,Renault,"$11,332 ",1266.0,9.67,92439.0,BEV,61062.0,no
Norway,2016,BMW,"$21,807 ",2820.0,27.5,90308.0,PHEV,33556.0,no
France,2019,Volkswagen,"$2,927 ",2851.0,9.86,10490.0,PHEV,6840.0,yes
Japan,2017,Hyundai,"$15,654 ",4836.0,7.76,27038.0,BEV,15319.0,YES
China,2017,Hyundai,"$20,949 ",255.0,9.98,29453.0,HEV,57578.0,YES
Germany,2019,Volkswagen,"$21,372 ",4807.0,19.95,120476.0,HEV,3596.0,Yes
Japan,2024,Hyundai,"$17,667 ",2389.0,26.08,95998.0,BEV,59326.0,YES
Japan,2017,Hyundai,"$12,634 ",2600.0,4.41,37656.0,BEV,15618.0,Yes
Japan,2024,Ford,"$2,122 ",4967.0,19.45,11821.0,BEV,59465.0,No
Germany,2023,Nissan,"$17,173 ",2839.0,17.27,104905.0,BEV,57416.0,Yes
UK,2021,Chevrolet,"$26,476 ",576.0,4.91,60024.0,HEV,19371.0,no
UK,2021,Chevrolet,"$28,863 ",3875.0,22.84,123522.0,HEV,24874.0,no
Norway,2024,Hyundai,"$23,623 ",3261.0,17.51,29677.0,PHEV,67846.0,yes
Germany,2019,Hyundai,"$29,646 ",627.0,8.67,34903.0,BEV,16846.0,No
Netherlands,2022,BMW,"$22,983 ",1992.0,9.9,57219.0,HEV,46076.0,no
USA,2016,Renault,"$29,070 ",1850.0,9.92,88264.0,PHEV,68507.0,no
Japan,2018,Hyundai Inc,"$41,033 ",2072.0,2.24,103776.0,PHEV,45518.0,yes
India,2015,Tesla,"$13,203 ",314.0,16.47,82543.0,BEV,11176.0,YES
UK,2018,Hyundai,"$4,436 ",722.0,15.73,31345.0,BEV,45158.0,YES
France,2023,Tesla,"$8,866 ",3215.0,28.38,69197.0,HEV,63197.0,no
Canada,2020,Nissan,"$7,006 ",1782.0,26.19,95373.0,HEV,66382.0,YES
Netherlands,2015,Nissan,"$9,283 ",2988.0,8.45,55225.0,HEV,17208.0,yes
Netherlands,2019,Tesla,"$9,185 ",555.0,7.42,56144.0,BEV,27862.0,No
France,2015,Hyundai,"$7,053 ",3104.0,9.59,13053.0,PHEV,58072.0,no
Netherlands,2019,Chevrolet,"$4,175 ",4725.0,20.33,99022.0,HEV,53331.0,YES
Norway,2022,Kia,"$6,972 ",4858.0,1.16,56374.0,PHEV,9262.0,no
Norway,2019,Ford,"$11,566 ",115.0,20.52,64658.0,HEV,44152.0,yes
India,2020,Renault,"$49,604 ",3505.0,11.83,79491.0,PHEV,47172.0,YES
Norway,2015,Tesla,"$4,855 ",943.0,4.33,77297.0,HEV,62274.0,no
UK,2021,BYD,"$8,761 ",4484.0,9.71,36686.0,HEV,60051.0,Yes
USA,2017,Tesla,"$23,971 ",4797.0,7.98,83148.0,BEV,44724.0,No
Japan,2019,Nissan,"$44,618 ",192.0,24.72,111318.0,HEV,40726.0,YES
Netherlands,2015,Ford,"$35,405 ",2033.0,28.14,67099.0,HEV,32253.0,No
USA,2015,Renault,"$31,995 ",1647.0,13.37,95067.0,BEV,65175.0,No
India,2018,Kia,"$37,938 ",4092.0,27.19,89980.0,HEV,53357.0,No
Germany,2020,BYD,"$31,587 ",376.0,26.54,42494.0,BEV,33780.0,yes
India,2017,Ford,"$20,123 ",2327.0,11.35,69320.0,PHEV,8485.0,YES
Germany,2018,Chevrolet,"$33,524 ",2274.0,21.52,115963.0,HEV,69748.0,no
France,2023,Renault,"$7,946 ",1318.0,19.23,23823.0,PHEV,25723.0,no
Netherlands,2018,Ford,"$13,443 ",2124.0,14.75,34898.0,HEV,72448.0,No
Norway,2022,Renault,"$26,227 ",3802.0,4.47,62211.0,PHEV,51859.0,YES
USA,2018,Tesla,"$44,791 ",1997.0,1.0,74969.0,BEV,57790.0,yes
Germany,2018,Tesla,$660 ,4445.0,9.64,70769.0,BEV,61521.0,No
Germany,2021,Hyundai,"$35,093 ",3934.0,11.15,49887.0,PHEV,32423.0,no
Norway,2016,BMW,"$34,444 ",4928.0,24.08,120584.0,PHEV,28835.0,yes
Canada,2023,Volkswagen,"$8,320 ",140.0,14.94,62034.0,PHEV,68035.0,Yes
China,2016,BYD,"$24,314 ",2798.0,20.75,51597.0,PHEV,2769.0,Yes
UK,2022,Tesla,"$42,778 ",3389.0,14.86,95974.0,HEV,49285.0,YES
India,2020,Kia,"$8,995 ",1095.0,27.53,86902.0,BEV,12226.0,YES
India,2020,Renault,"$10,546 ",277.0,8.04,48663.0,BEV,5965.0,YES
Canada,2021,Volkswagen,"$20,343 ",2279.0,9.58,71432.0,HEV,7654.0,yes
Germany,2018,Renault,"$31,780 ",449.0,25.84,100674.0,BEV,27583.0,no
UK,2023,BYD,"$29,206 ",4826.0,24.65,62357.0,HEV,1518.0,YES
China,2023,Hyundai,"$10,386 ",3283.0,15.05,88143.0,PHEV,25395.0,YES
China,2019,Tesla,"$2,835 ",3684.0,7.95,4335.0,BEV,9083.0,YES
Norway,2019,Ford,"$41,562 ",2756.0,8.9,138733.0,BEV,7613.0,no
UK,2023,Hyundai,"$49,557 ",2572.0,25.54,56326.0,PHEV,25883.0,YES
Germany,2018,Tesla,"$14,163 ",1099.0,2.32,103551.0,HEV,34434.0,yes
Germany,2023,Tesla,"$31,647 ",1384.0,13.24,114743.0,BEV,24088.0,yes
India,2024,BYD,"$3,428 ",635.0,10.3,44810.0,HEV,29184.0,Yes
China,2021,Kia,"$20,599 ",4284.0,5.59,59338.0,BEV,9389.0,yes
India,2015,Chevrolet,"$17,852 ",3918.0,21.16,50680.0,HEV,69040.0,YES
China,2021,Volkswagen,"$23,481 ",3026.0,23.47,83876.0,PHEV,33486.0,yes
France,2017,BYD,"$30,840 ",2964.0,5.51,122911.0,PHEV,15860.0,YES
China,2019,Renault,"$41,065 ",2909.0,3.32,128981.0,HEV,39233.0,YES
Norway,2015,Hyundai,"$24,625 ",1240.0,7.52,52296.0,BEV,76400.0,Yes
France,2015,Nissan,"$32,990 ",1938.0,3.11,78128.0,HEV,54420.0,no
France,2023,Nissan,"$3,053 ",2455.0,10.54,91539.0,HEV,77625.0,No
India,2018,Ford,"$42,499 ",894.0,29.25,81589.0,HEV,29805.0,Yes
Canada,2021,BMW,"$29,942 ",3607.0,22.72,109245.0,BEV,66994.0,YES
USA,2024,Tesla,"$46,833 ",2017.0,22.95,88295.0,PHEV,72834.0,Yes
India,2015,Tesla,"$39,897 ",4537.0,9.48,116739.0,BEV,3589.0,YES
Japan,2018,Renault,"$37,578 ",2251.0,6.71,46289.0,PHEV,60430.0,No
India,2022,BMW,"$34,206 ",4311.0,22.07,104741.0,BEV,37176.0,No
Germany,2023,Ford,"$47,075 ",780.0,24.45,54025.0,HEV,74511.0,Yes
Norway,2022,Renault,"$21,814 ",711.0,22.95,86758.0,PHEV,32533.0,Yes
UK,2018,Kia,"$7,466 ",951.0,24.51,31346.0,PHEV,71627.0,No
UK,2015,Chevrolet,"$41,912 ",2476.0,17.78,112104.0,HEV,29330.0,No
China,2016,BMW,"$16,639 ",219.0,17.28,82119.0,HEV,50029.0,no
USA,2019,BYD,"$49,833 ",1523.0,18.0,70561.0,HEV,40857.0,No
Germany,2016,Chevrolet,"$28,683 ",2566.0,2.56,34963.0,HEV,3164.0,YES
Netherlands,2016,Volkswagen,"$25,298 ",873.0,12.8,80757.0,PHEV,67189.0,No
France,2022,Nissan,"$26,918 ",453.0,9.39,48971.0,BEV,38204.0,yes
Japan,2015,Renault,"$42,740 ",3049.0,4.22,104842.0,BEV,9291.0,Yes
USA,2022,Ford,"$36,005 ",1617.0,24.26,81946.0,PHEV,72469.0,yes
Japan,2018,BMW,"$11,886 ",4349.0,11.12,24040.0,PHEV,10047.0,yes
Netherlands,2022,Nissan,"$23,493 ",2156.0,7.57,83223.0,PHEV,27292.0,yes
Canada,2018,Renault,"$39,051 ",4161.0,24.07,135304.0,BEV,40491.0,No
Japan,2022,Hyundai,"$11,830 ",1938.0,18.44,54183.0,BEV,17011.0,YES
Netherlands,2024,Tesla,"$5,750 ",4174.0,5.53,39837.0,HEV,76952.0,no
Germany,2022,Tesla,"$25,659 ",3610.0,22.36,117352.0,BEV,62040.0,No
India,2021,BMW,"$15,994 ",1808.0,3.11,42327.0,PHEV,34050.0,YES
France,2021,Ford,"$32,763 ",4906.0,28.45,35056.0,BEV,23443.0,No
Netherlands,2019,Nissan,$537 ,3641.0,25.29,1595.0,PHEV,69172.0,no
China,2017,Nissan,"$38,055 ",4238.0,18.2,125716.0,PHEV,24216.0,no
Norway,2016,Renault,"$23,987 ",2222.0,5.69,108570.0,HEV,42516.0,no
Norway,2018,BYD,"$16,077 ",1681.0,15.57,108817.0,BEV,22236.0,YES
Netherlands,2022,Kia,"$33,115 ",1114.0,1.37,79819.0,HEV,43369.0,no
UK,2020,Nissan,"$4,146 ",1340.0,7.75,20024.0,BEV,10145.0,no
China,2015,BYD,"$23,542 ",1852.0,29.51,88102.0,PHEV,58353.0,YES
Canada,2024,BMW,"$49,633 ",2619.0,1.14,122274.0,BEV,52712.0,Yes
Canada,2015,Chevrolet,"$25,012 ",3783.0,10.75,28076.0,BEV,52567.0,Yes
USA,2020,Kia,"$30,511 ",2778.0,25.66,90431.0,HEV,22387.0,YES
India,2021,Renault,"$47,952 ",148.0,29.09,135813.0,PHEV,28949.0,yes
UK,2017,Tesla,"$23,321 ",1325.0,3.98,36624.0,PHEV,51701.0,YES
Netherlands,2020,Tesla,"$26,034 ",834.0,19.87,64730.0,PHEV,71246.0,no
Norway,2022,BMW,"$32,452 ",1496.0,23.14,37922.0,PHEV,23003.0,No
USA,2023,Nissan,"$28,071 ",102.0,11.77,125647.0,PHEV,33046.0,YES
France,2024,BYD,"$23,287 ",3855.0,9.48,68940.0,BEV,33252.0,no
Japan,2024,Tesla,"$8,296 ",4851.0,7.08,29639.0,PHEV,42232.0,No
Canada,2022,Renault,"$25,528 ",1185.0,10.04,125245.0,HEV,21910.0,yes
Netherlands,2018,Ford,"$47,982 ",1956.0,15.65,98174.0,BEV,11051.0,No
Japan,2020,Tesla,"$6,392 ",1342.0,1.5,85321.0,BEV,30190.0,Yes
India,2021,Tesla,"$35,209 ",1575.0,11.88,68531.0,BEV,51710.0,YES
India,2017,Tesla,"$14,512 ",2131.0,1.24,40169.0,HEV,6656.0,YES
Norway,2018,Volkswagen,"$2,771 ",1617.0,23.91,53528.0,HEV,70201.0,no
UK,2018,Kia,"$24,991 ",1386.0,10.94,91874.0,HEV,2783.0,yes
China,2016,Chevrolet,"$28,890 ",235.0,24.0,60640.0,PHEV,59188.0,Yes
Japan,2022,Ford,"$11,372 ",4129.0,10.38,79142.0,PHEV,35720.0,yes
Netherlands,2022,Renault,"$18,579 ",964.0,23.91,68972.0,HEV,70770.0,No
China,2015,Tesla,"$27,220 ",156.0,8.33,82533.0,BEV,48969.0,no
Japan,2020,Ford,"$49,338 ",552.0,7.14,62535.0,PHEV,69895.0,no
USA,2023,Tesla,"$38,525 ",2961.0,23.72,120013.0,BEV,51302.0,yes
India,2024,Kia,"$16,124 ",1745.0,15.42,56261.0,PHEV,73663.0,Yes
Japan,2016,Ford,"$36,180 ",4850.0,9.17,69923.0,PHEV,16636.0,No
France,2021,Renault,"$25,848 ",1926.0,28.59,45731.0,PHEV,45400.0,No
UK,2021,Kia,"$5,460 ",798.0,27.13,85346.0,HEV,31881.0,Yes
Germany,2019,Nissan,"$18,909 ",2456.0,15.2,106652.0,PHEV,49951.0,No
UK,2024,Hyundai,"$9,252 ",2661.0,22.92,59943.0,HEV,73035.0,no
Japan,2023,BYD,"$21,639 ",3146.0,20.8,77337.0,HEV,27520.0,no
UK,2016,Volkswagen,"$44,605 ",2768.0,12.07,66096.0,HEV,49720.0,no
Netherlands,2021,Volkswagen,"$35,768 ",2839.0,7.68,63600.0,PHEV,55818.0,YES
China,2021,BMW,"$41,199 ",2812.0,17.72,116329.0,BEV,14418.0,Yes
Canada,2016,BYD,"$35,354 ",2237.0,19.99,80304.0,BEV,66227.0,no
France,2024,Kia,"$13,335 ",1159.0,29.19,102193.0,PHEV,11223.0,yes
Japan,2022,Renault,"$10,773 ",761.0,21.74,86158.0,HEV,49988.0,no
netherlands,2024,Kia,"$10,848 ",1550.0,5.36,79367.0,HEV,15629.0,no
Netherlands,2018,Nissan,"$49,556 ",3091.0,14.3,90972.0,HEV,8894.0,yes
France,2021,Chevrolet,"$46,573 ",4743.0,19.73,90668.0,HEV,32174.0,Yes
Norway,2016,Ford,"$44,679 ",3810.0,8.31,88605.0,PHEV,73590.0,yes
Germany,2017,Chevrolet,"$28,025 ",4846.0,25.15,125668.0,HEV,31486.0,no
Norway,2018,Hyundai,"$13,568 ",2266.0,18.87,50704.0,HEV,63425.0,no
Norway,2020,Tesla,"$16,628 ",376.0,29.95,99154.0,PHEV,36255.0,Yes
USA,2023,Chevrolet,"$20,487 ",3531.0,23.94,107924.0,BEV,17277.0,yes
India,2019,Renault,$519 ,685.0,7.56,56957.0,PHEV,10457.0,no
India,2021,Hyundai,"$34,422 ",1638.0,5.99,73212.0,BEV,35421.0,no
Japan,2024,Volkswagen,"$3,002 ",3279.0,18.25,29602.0,BEV,30394.0,YES
Germany,2018,Renault,"$14,586 ",3413.0,18.56,28735.0,PHEV,31394.0,yes
China,2022,BMW,"$32,898 ",4799.0,8.89,95032.0,PHEV,71886.0,YES
India,2023,Ford,"$33,801 ",411.0,7.37,94484.0,HEV,46331.0,YES
India,2024,Kia,"$35,126 ",2983.0,12.41,112640.0,BEV,53249.0,no
Japan,2017,BYD,"$38,128 ",1230.0,10.38,68601.0,BEV,1737.0,Yes
China,2023,Ford,"$29,929 ",1309.0,29.77,96804.0,HEV,33920.0,No
USA,2020,Ford,"$25,009 ",3568.0,9.88,77533.0,BEV,67909.0,no
Netherlands,2018,Nissan,"$7,582 ",966.0,8.26,68867.0,BEV,19866.0,No
Japan,2020,Ford,"$8,093 ",1313.0,11.85,85801.0,HEV,19680.0,Yes
Canada,2022,Chevrolet,"$30,846 ",2135.0,23.71,120245.0,PHEV,31804.0,no
UK,2018,Tesla,"$11,434 ",4031.0,10.91,58847.0,HEV,23354.0,no
Norway,2015,Renault,"$36,114 ",359.0,10.4,58135.0,HEV,53776.0,Yes
Japan,2024,Nissan,"$19,616 ",1703.0,5.33,49372.0,HEV,3919.0,yes
Norway,2024,BMW,"$24,050 ",3766.0,8.4,95277.0,HEV,24212.0,No
Germany,2022,Chevrolet,"$1,200 ",4056.0,9.77,46913.0,PHEV,50546.0,YES
UK,2023,BMW,"$11,601 ",2859.0,12.09,102637.0,HEV,59176.0,Yes
France,2020,BMW,"$12,457 ",4474.0,17.86,19294.0,BEV,65141.0,no
USA,2019,Tesla,"$15,532 ",1476.0,24.53,72851.0,BEV,75642.0,YES
Norway,2020,Chevrolet,"$41,747 ",4200.0,5.69,118279.0,PHEV,67714.0,No
India,2024,Nissan,"$45,963 ",1302.0,21.79,133669.0,PHEV,29830.0,Yes
UK,2018,Chevrolet,"$45,040 ",1027.0,15.36,91207.0,BEV,58391.0,YES
USA,2023,Nissan,"$29,547 ",837.0,19.84,51653.0,BEV,7015.0,yes
Netherlands,2021,Kia,"$22,006 ",2099.0,12.18,52334.0,HEV,78712.0,No
Canada,2015,BMW,"$43,271 ",4895.0,26.82,112921.0,HEV,79978.0,no
Norway,2016,BMW,"$40,651 ",1639.0,8.57,131083.0,BEV,29155.0,no
USA,2024,Chevrolet,"$18,788 ",1446.0,16.14,31039.0,BEV,26574.0,Yes
India,2021,Ford,"$10,123 ",4562.0,21.91,14184.0,BEV,40095.0,yes
Germany,2020,Renault,"$28,951 ",3327.0,2.16,115092.0,BEV,77868.0,YES
Germany,2024,Hyundai,"$38,332 ",4910.0,22.41,69099.0,PHEV,47057.0,YES
Canada,2024,Renault,"$15,710 ",93.0,16.6,53297.0,BEV,4364.0,Yes
India,2017,Kia,"$4,818 ",2790.0,9.25,8270.0,BEV,34193.0,Yes
China,2020,Volkswagen,"$14,365 ",779.0,8.91,89700.0,PHEV,60196.0,YES
Netherlands,2019,Hyundai,"$23,553 ",2682.0,7.99,107773.0,PHEV,6015.0,no
India,2017,Renault,"$11,231 ",2370.0,2.38,29799.0,HEV,48411.0,no
India,2015,Volkswagen,"$4,434 ",3227.0,7.77,102380.0,PHEV,9172.0,no
India,2017,Hyundai,"$8,304 ",4841.0,16.53,96493.0,BEV,68525.0,Yes
France,2022,Chevrolet,"$31,044 ",1707.0,3.73,92753.0,BEV,11680.0,No
Japan,2021,Renault,"$48,472 ",1675.0,22.84,75781.0,PHEV,11349.0,YES
UK,2023,Renault,"$10,043 ",3486.0,5.84,39568.0,HEV,6948.0,yes
China,2018,Kia,"$14,998 ",2617.0,13.77,75788.0,PHEV,8660.0,no
Netherlands,2015,Hyundai,"$26,745 ",248.0,11.84,102619.0,BEV,43517.0,Yes
France,2016,Renault,"$10,849 ",3461.0,21.78,56862.0,PHEV,40913.0,YES
Netherlands,2018,Chevrolet,"$37,591 ",4690.0,8.27,41451.0,HEV,50875.0,Yes
France,2024,Renault,"$15,419 ",579.0,9.24,68405.0,HEV,24055.0,YES
UK,2021,Tesla,"$35,390 ",4241.0,2.33,130851.0,HEV,69625.0,Yes
Germany,2017,BMW,"$14,742 ",59.0,14.81,59320.0,PHEV,71207.0,YES
Germany,2016,BMW,"$32,176 ",78.0,27.21,88711.0,BEV,47110.0,no
UK,2017,Kia,"$5,252 ",3795.0,9.88,47747.0,BEV,61886.0,YES
Japan,2024,Chevrolet,"$5,523 ",992.0,6.01,22669.0,HEV,55843.0,YES
Germany,2017,Ford,"$11,701 ",536.0,18.07,95551.0,BEV,28332.0,yes
France,2023,BMW,"$18,830 ",3937.0,1.86,29938.0,PHEV,69896.0,yes
Canada,2015,Tesla,"$43,053 ",2935.0,8.21,45276.0,PHEV,60303.0,no
UK,2019,Volkswagen,"$4,760 ",4838.0,16.74,31583.0,PHEV,74851.0,YES
USA,2016,Renault,"$47,527 ",4449.0,29.27,85519.0,BEV,11977.0,yes
France,2020,Volkswagen,"$12,953 ",507.0,6.75,77674.0,PHEV,43653.0,yes
USA,2017,Volkswagen,"$21,642 ",734.0,5.21,111975.0,HEV,21782.0,no
Germany,2018,Hyundai,"$27,528 ",3869.0,1.0,66308.0,PHEV,31740.0,Yes
Germany,2022,Ford,"$49,908 ",4504.0,21.05,57498.0,HEV,41205.0,Yes
Canada,2024,Chevrolet,"$15,662 ",604.0,21.04,53303.0,HEV,12628.0,no
China,2016,BYD,"$42,532 ",1486.0,15.25,79320.0,PHEV,27240.0,yes
Japan,2018,BYD,"$45,952 ",2740.0,12.07,105691.0,HEV,74602.0,yes
USA,2021,Kia Inc,"$12,589 ",4634.0,21.19,45004.0,HEV,74653.0,Yes
UK,2015,Renault,"$24,258 ",2106.0,6.81,94259.0,HEV,52423.0,No
India,2016,BYD,"$26,122 ",1017.0,5.19,62661.0,PHEV,3600.0,No
India,2021,Tesla,"$16,423 ",968.0,3.91,77435.0,BEV,70074.0,yes
UK,2021,Hyundai,"$23,904 ",1640.0,13.29,84219.0,BEV,25642.0,No
China,2018,BMW,"$39,409 ",3155.0,7.95,136107.0,HEV,59051.0,no
France,2015,BMW,"$9,588 ",2878.0,14.88,45159.0,BEV,16389.0,yes
India,2018,Hyundai,"$28,244 ",2308.0,12.91,102039.0,HEV,46168.0,Yes
Norway,2017,Hyundai,"$13,046 ",2164.0,10.69,25276.0,BEV,6902.0,yes
France,2022,Tesla,"$1,722 ",2484.0,4.4,71832.0,BEV,77693.0,no
China,2023,BMW,"$35,790 ",2609.0,25.74,127178.0,PHEV,78332.0,YES
China,2022,Ford,"$11,215 ",3380.0,13.62,49290.0,PHEV,65587.0,No
UK,2022,Renault,"$21,634 ",3115.0,6.95,91757.0,BEV,46153.0,no
Japan,2016,BMW,"$2,913 ",3810.0,24.05,14865.0,BEV,69993.0,No
Japan,2019,Volkswagen,"$8,964 ",1160.0,10.85,57517.0,BEV,55359.0,no
Norway,2018,Tesla,"$4,581 ",421.0,29.38,49320.0,HEV,48738.0,YES
India,2016,Volkswagen,"$22,810 ",1666.0,17.88,49097.0,BEV,34971.0,YES
Norway,2022,Tesla,"$42,851 ",2706.0,29.89,104467.0,HEV,24897.0,YES
Japan,2023,Nissan,"$23,510 ",3141.0,11.9,43560.0,PHEV,22125.0,YES
USA,2023,Tesla,"$29,058 ",1254.0,26.26,122719.0,HEV,39973.0,Yes
India,2023,BYD,"$11,758 ",1957.0,21.81,32272.0,HEV,57196.0,No
Germany,2023,BMW,"$21,417 ",4531.0,16.38,47478.0,PHEV,10947.0,yes
Germany,2019,Renault,"$9,098 ",3389.0,16.48,59072.0,HEV,48796.0,yes
USA,2021,Hyundai,"$49,243 ",4509.0,2.76,109216.0,BEV,53414.0,no
USA,2022,Volkswagen,"$26,102 ",2999.0,19.11,75852.0,HEV,22760.0,Yes
Norway,2015,Chevrolet,"$3,420 ",4325.0,19.36,72739.0,BEV,10605.0,yes
Japan,2023,BYD,"$46,057 ",3658.0,19.35,50388.0,HEV,52330.0,yes
Norway,2020,Kia,"$32,356 ",807.0,27.71,70942.0,PHEV,53243.0,no
Canada,2015,Kia,"$22,937 ",1227.0,1.18,61475.0,HEV,6833.0,no
Canada,2016,Volkswagen,"$29,925 ",3197.0,24.55,101956.0,HEV,15781.0,Yes
Netherlands,2020,Ford,"$40,365 ",287.0,29.44,123103.0,BEV,20928.0,Yes
UK,2019,Renault,"$11,485 ",401.0,22.32,83172.0,PHEV,27804.0,Yes
India,2019,Kia,"$27,756 ",4380.0,28.85,86185.0,HEV,4134.0,No
India,2022,Ford,"$34,322 ",3411.0,22.65,131424.0,HEV,3669.0,yes
Canada,2024,BMW,"$49,927 ",4756.0,1.1,98586.0,BEV,65575.0,YES
Japan,2021,BMW,"$23,961 ",4336.0,3.87,40159.0,HEV,74158.0,No
Canada,2022,BYD,"$41,348 ",2412.0,16.58,136351.0,PHEV,35961.0,no
USA,2024,BYD,"$43,507 ",3114.0,16.87,102693.0,HEV,27547.0,yes
Netherlands,2016,Tesla,"$25,976 ",4693.0,19.7,61038.0,HEV,49216.0,YES
UK,2022,Tesla,"$25,541 ",2185.0,16.03,115177.0,HEV,73190.0,Yes
Japan,2022,Tesla,"$25,563 ",2948.0,10.55,39256.0,BEV,10241.0,yes
Netherlands,2024,Chevrolet,"$30,278 ",4085.0,21.45,40553.0,PHEV,46606.0,yes
Canada,2019,Hyundai,"$2,158 ",4397.0,17.74,27595.0,PHEV,40727.0,no
